[0.70177047 0.71050464]	[2.79786618 3.26326458]
[0.55389392 0.50142009]	[1.50872707 3.84897308]
[0.0770678  0.31124482]	[1.619237   0.57734819]
[0.07499786 0.63084308]	[1.58885966 1.22338132]
[0.87364002 0.70077994]	[2.41361007 6.17797101]
[0.93051643 0.28345311]	[-0.30108584  5.34945612]
[0.13729898 0.03539735]	[-2.05527319 -0.20203764]
[0.64963001 0.03781319]	[0.56405866 0.84823066]
[0.7103845  0.96216257]	[0.69227584 4.01857698]
[0.71713162 0.7818097 ]	[1.16199582 5.37499606]
[0.81270935 0.52430882]	[-0.50822804  3.98077282]
[0.69720655 0.23881939]	[0.59791206 1.84613055]
[0.81966068 0.17467732]	[1.16039948 4.16062175]
[0.20709302 0.18714135]	[1.1837851  0.42883053]
[0.77007682 0.94785974]	[3.68486462 7.61957435]
[0.52061606 0.8394134 ]	[1.38863772 5.7852191 ]
[0.78418019 0.13052273]	[-0.31629212  3.13329227]
[0.02471643 0.45260917]	[2.54417986 2.1261586 ]
[0.25197928 0.99211112]	[3.17473422 5.40389458]
[0.37540238 0.13040779]	[1.51909141 2.4191659 ]
[0.16938281 0.84658848]	[1.06511952 4.06365974]
[0.53428723 0.7418762 ]	[1.13521226 5.06655571]
[0.4461991  0.39565081]	[-0.01885597  1.631724  ]
[0.04486091 0.92039331]	[1.21762573 4.3299611 ]
[0.32504861 0.04636406]	[ 0.67916928 -0.10390403]
[0.61448287 0.81753717]	[2.90334604 5.53878865]
[0.24102343 0.32315984]	[-0.13861199  0.38911624]
[0.093985  0.0413368]	[-0.31551051 -0.38176599]
[0.67353547 0.17951475]	[1.01201961 4.16558034]
[0.30617311 0.8553763 ]	[1.01192827 3.91883111]
[0.60943779 0.44459372]	[0.80609295 5.07636292]
[0.51802564 0.63149002]	[2.24598206 4.17847688]
[0.1204477  0.56106815]	[0.076047   2.29028097]
[0.43235099 0.79810763]	[0.6063828  3.37673899]
[0.46965143 0.74662937]	[0.8049634  2.78993148]
[0.42763297 0.48086866]	[3.04113081 2.50949687]
[0.24128512 0.01632703]	[-0.34802007  0.55379639]
[0.75659497 0.05448327]	[1.26351183 2.45024796]
[0.89497746 0.03064175]	[0.91702014 1.89940764]
[0.10654606 0.66765701]	[2.31662322 2.74850946]
[0.74453664 0.61937864]	[1.71182726 3.63659014]
[0.58093001 0.11250918]	[1.62804808 3.13433061]
[0.1482757  0.95339726]	[1.82576889 3.66806969]
[0.48476825 0.66071575]	[1.53703994 3.10819066]
[0.9992079  0.24140981]	[1.67092174 3.74087364]
[0.88751088 0.32264059]	[1.79371622 4.32835662]
[0.67985643 0.09979247]	[0.06396463 2.34172201]
[0.40629636 0.62767586]	[0.98212825 4.25382864]
[0.31582781 0.83759399]	[3.92302416 4.91784112]
[0.08392266 0.00743456]	[ 0.01497564 -0.63834288]
[0.35198299 0.85241039]	[2.72947188 5.99520029]
[0.65867718 0.33962845]	[2.85799446 3.66190492]
[0.21885671 0.22318197]	[0.51986945 2.18266234]
[0.21604547 0.62376115]	[1.49300119 1.28043018]
[0.94444612 0.7128154 ]	[1.42497144 5.63868525]
[0.93128812 0.59153222]	[2.23739155 4.951595  ]
[0.08356326 0.35742272]	[3.53207661 1.18040335]
[0.35440116 0.83871443]	[1.428937   5.00500863]
[0.98848655 0.1707406 ]	[0.94026787 4.48803559]
[0.95031222 0.85717416]	[5.26960966 6.02952826]
[0.49870833 0.25720723]	[1.27205104 2.69996483]
[0.14915893 0.72108426]	[0.47944857 2.0642553 ]
[0.79994104 0.91267326]	[2.34662395 7.32884955]
[0.90734889 0.03239443]	[1.53647351 2.14956102]
[0.68659094 0.72463087]	[3.06150016 5.08030314]
[0.3256039  0.55447075]	[0.10994614 3.9754851 ]
[0.43417147 0.35730317]	[1.9388793  2.97308345]
[0.35966381 0.04794551]	[0.48515831 0.50104431]
[0.71066928 0.16497049]	[0.11750015 3.75739337]
[0.74919261 0.51847829]	[-0.16695046  3.65873375]
[0.81931967 0.71665288]	[1.79338269 4.37073156]
[0.89037147 0.48250914]	[1.48749481 5.23982217]
[0.50714866 0.95209581]	[1.40295796 6.79473668]
[0.66915125 0.82317965]	[3.06283699 4.37710755]
[0.4623381 0.5081189]	[0.84757181 3.82054786]
[0.04025103 0.41158732]	[1.02503451 2.44049719]
[0.54300049 0.90964384]	[1.68879916 5.13975167]
[0.38881489 0.34288936]	[-0.44992144  3.34993638]
[0.2100418  0.55402292]	[-0.01214331  3.53802019]
[0.82348369 0.99366967]	[2.21973922 5.83537242]
[0.82863455 0.36474239]	[1.5825367 3.6130012]
[0.32481366 0.15394481]	[0.79758817 3.09075633]
[0.07150029 0.34109487]	[1.17988272 1.0271926 ]
[0.52495076 0.35161612]	[3.24656092 5.29406879]
[0.93735444 0.69275554]	[1.65432069 3.90286322]
[0.90734002 0.13167202]	[0.36850875 3.84691627]
[0.32029587 0.09103169]	[0.46559916 1.13968766]
[0.23242484 0.75455656]	[0.63068899 3.47639127]
[0.97338848 0.25927064]	[1.4393507  3.56115057]
[0.16133222 0.43575246]	[-0.43823736  3.84917794]
[0.29626174 0.02386912]	[0.12744864 0.40493529]
[0.11295385 0.79535341]	[2.91311345 2.90175052]
[0.23565964 0.22952759]	[0.18512648 1.30918152]
[0.88466137 0.52882519]	[1.96568389 4.25576285]
[0.44732795 0.76981356]	[1.20998654 5.03614402]
[0.79670995 0.97954146]	[1.76524925 3.90943558]
[0.38588769 0.55639855]	[1.73072697 2.51946572]
[0.50682291 0.49399776]	[1.06387511 3.52106661]
[0.50647137 0.32478832]	[1.59124757 1.19395155]
[0.75560421 0.11016566]	[1.69629439 1.46552344]
[0.63613809 0.33701532]	[0.72460265 3.63811042]
[0.58704383 0.16562411]	[0.83981909 2.24853306]
[0.96787718 0.1887606 ]	[0.23193806 4.02549088]
[0.77997135 0.36338163]	[0.61612459 6.45431019]
[0.46426122 0.88829984]	[1.47472057 4.36277836]
[0.74314353 0.40565516]	[2.11661154 4.99342598]
[0.71849986 0.81968818]	[1.53868703 5.23589378]
[0.41531743 0.79674444]	[1.35666939 3.890678  ]
[0.20605863 0.96604759]	[2.05628835 5.65470632]
[0.99828181 0.74621739]	[3.1127789  7.45703667]
[0.41724526 0.04000217]	[0.43443652 1.67991874]
[0.19365668 0.79525217]	[2.02862534 3.1114781 ]
[0.07589732 0.02826535]	[-0.55348734  0.69150699]
[0.6069966  0.15244069]	[2.70658432 2.13967545]
[0.37142287 0.88940493]	[1.73203579 3.95801471]
[0.0218126  0.23783971]	[1.71771112 1.33480265]
[0.45926261 0.41349627]	[2.1298657  2.90146586]
[0.62625439 0.66596202]	[3.15645234 4.28760628]
[0.14940466 0.42375459]	[1.32394831 2.27086742]
[0.98914942 0.57420031]	[2.67053127 4.75598697]
[0.08467045 0.30134914]	[0.24096856 2.02922342]
[0.53393218 0.34399546]	[0.28074779 3.47841258]
[0.20126123 0.6457935 ]	[2.39727964 4.3605993 ]
[0.53778523 0.62639316]	[2.78204523 5.44573667]
[0.51816069 0.03440299]	[0.64187229 1.80586928]
[0.61762911 0.4801527 ]	[1.79057505 4.08217637]
[0.71137235 0.1672468 ]	[-0.09229249  1.35995441]
[0.35814862 0.94952679]	[2.47708705 5.76086887]
[0.99592436 0.85516843]	[2.80745721 6.05101686]
[0.26043936 0.99917571]	[1.01611389 5.02868113]
[0.94932622 0.19507309]	[0.66303271 4.45648513]
[0.87851108 0.83636394]	[3.25369388 5.14988999]
[0.3618309  0.05612237]	[0.00902216 0.42113622]
[0.33671971 0.38380806]	[0.38648198 2.99644516]
[0.34925369 0.4927942 ]	[3.25529999 5.40376015]
[0.41559719 0.6525865 ]	[3.28633606 4.03690618]
[0.19398153 0.58442829]	[0.49979629 2.11057639]
[0.02150474 0.78247118]	[0.56806189 4.94533348]
[0.9367022  0.88374755]	[2.82327861 7.19050697]
[0.65600676 0.9449843 ]	[2.30302519 7.0074181 ]
[0.92584129 0.26416517]	[1.97148763 3.08111587]
[0.57991906 0.00530176]	[0.08918587 1.43504838]
[0.66309851 0.37076549]	[4.02043077 2.34584604]
[0.98644651 0.87209455]	[4.23137485 5.75428602]
[0.38712465 0.31103859]	[-0.06946001  3.60435101]
[0.15973367 0.97840454]	[2.40957553 4.42711002]
[0.60173477 0.87596249]	[2.97985778 4.87975047]
[0.40089447 0.92219807]	[3.45248472 4.84517933]
[0.39359586 0.37454529]	[1.64749569 3.79000677]
[0.15002822 0.4992221 ]	[3.27343714 1.78257299]
[0.89774891 0.48173478]	[2.34638793 5.09382367]
[0.97277213 0.21633902]	[1.09010203 2.71503133]
[0.51705257 0.00205174]	[ 1.46572446 -0.81028937]
[0.30537214 0.96739758]	[2.04116204 2.86860821]
[0.95419581 0.58758428]	[2.29182287 5.31409221]
[0.41481884 0.95043306]	[3.2965251  7.23565756]
[0.25117201 0.17998201]	[1.73481716 1.26484398]
[0.53793738 0.3819713 ]	[1.53609591 2.83644876]
[0.01556981 0.53482381]	[0.26363518 1.97261818]
[0.44290085 0.55468701]	[2.25497298 3.66927682]
[0.30983131 0.24935534]	[-0.21993776  4.80084384]
[0.75801516 0.48284231]	[0.38109442 3.61584756]
[0.76112469 0.54051573]	[3.46791654 4.13534979]
[0.0105617  0.46682422]	[-0.58302173  0.60580692]
[0.45790869 0.24996015]	[2.62854873 2.07015644]
[0.58058549 0.82434078]	[2.07774273 5.48543852]
[0.64204141 0.23975104]	[2.22601915 1.39407367]
[0.03910115 0.35369591]	[2.42508105 0.49338566]
[0.84934642 0.76641818]	[0.57528257 5.91943307]
[0.4954364  0.62513165]	[1.86454431 4.15066984]
[0.93927133 0.36289018]	[1.97010159 3.3236402 ]
[0.01998538 0.89394717]	[0.91858859 3.71049508]
[0.42798569 0.61463376]	[0.64017178 2.7719865 ]
[0.37779449 0.73690883]	[1.60700678 5.06060114]
[0.22021855 0.10066755]	[-1.01524774  0.51804565]
[0.935064   0.42104738]	[2.30100587 5.53772528]
[0.55531313 0.54811025]	[1.51302    4.53106625]
[0.83548994 0.34572973]	[-0.60955903  4.7118811 ]
[0.90968565 0.36383713]	[1.31590257 2.12172716]
[0.73220479 0.65055333]	[2.77913571 4.92390299]
[0.65231902 0.33474881]	[2.75256503 3.74172299]
[0.32794049 0.99276242]	[3.64900327 4.61639889]
[0.4810508  0.08633568]	[0.7910087 2.2245883]
[0.21703198 0.14483364]	[1.22805454 3.05953286]
[0.64454673 0.21278822]	[0.98333516 2.57477142]
[0.72772934 0.49886708]	[1.83136725 4.1259682 ]
[0.62092272 0.41437495]	[0.81741937 3.78132943]
[0.94550598 0.16271495]	[-0.03887792  3.86998567]
[0.14146514 0.4982965 ]	[0.70704835 4.05451894]
[0.82678996 0.60872817]	[2.64236784 3.41185045]
[0.20395641 0.5457314 ]	[-0.08728479  1.69501496]
[0.26726212 0.05036936]	[-0.33387648 -0.68314577]
[0.70280734 0.21549442]	[0.1456086  4.69218802]
[0.93886481 0.90540575]	[3.76321149 5.65527734]
[0.60788045 0.25442911]	[0.57610477 2.83229951]
[0.83014136 0.69554862]	[1.87575466 6.06275831]
[0.37380949 0.79506792]	[2.86450101 3.52666556]
[0.64274917 0.60094709]	[2.38135216 4.28761101]
[0.60085909 0.32282879]	[0.21238733 4.55721734]
[0.45077899 0.6765553 ]	[2.88593994 6.11936885]
[0.97536646 0.79715535]	[2.50802921 5.38045765]
[0.86635956 0.62452226]	[1.67873041 5.7196164 ]
[0.00169572 0.81429287]	[2.2440144  2.73794341]
[0.35915272 0.02372324]	[0.44550658 3.12128429]
[0.28500272 0.02939138]	[ 1.38404546 -0.3750814 ]
[0.84164089 0.9117787 ]	[1.31230065 5.89897856]
[0.86303392 0.45102522]	[2.24137627 3.3778666 ]
[0.75512554 0.36191725]	[0.94109702 2.47170432]
[0.84425122 0.52835281]	[0.91480307 5.19201594]
[0.76384952 0.85878621]	[2.58025265 5.2006259 ]
[0.69217082 0.18894764]	[-0.73787495  2.71139332]
[0.31562345 0.46316803]	[1.87680943 2.10141733]
[0.48531641 0.40418636]	[1.30187146 3.11968354]
[0.04374283 0.75441532]	[1.80740927 2.76659988]
[0.38656067 0.27326092]	[0.69740995 1.75059467]
[0.67338696 0.42006983]	[1.28882055 4.55892377]
[0.44587483 0.66374627]	[-0.16749002  4.71821538]
[0.70293941 0.95316267]	[2.89132767 5.33133298]
[0.36729011 0.27392203]	[2.51881836 1.31796718]
[0.75411919 0.59550467]	[3.0567469  3.77676077]
[0.14204102 0.02228105]	[-1.86659344 -0.08912349]
[0.72685819 0.71917261]	[1.18557493 3.53610138]
[0.31079601 0.9072014 ]	[4.16170686 4.81557398]
[0.76246622 0.1194124 ]	[0.70764238 2.12838837]
[0.52208013 0.38317612]	[0.00923527 2.85686306]
[0.6753503 0.7496719]	[1.91178065 4.50746087]
[0.18886406 0.82406087]	[3.36116252 2.68166382]
[0.93588265 0.77354655]	[1.63843167 6.237665  ]
[0.13888015 0.19400499]	[0.99847157 1.54536261]
[0.55709941 0.26738357]	[1.10511441 2.74042628]
[0.12031101 0.45923138]	[0.69042038 2.04971673]
[0.9242298 0.7764636]	[1.09586077 6.90626553]
[0.24739853 0.87045526]	[2.20475869 3.53914546]
[0.50402135 0.14127125]	[1.18729863 0.52869183]
[0.08582882 0.5981793 ]	[-0.03810178  1.12271183]
[0.97890242 0.40785007]	[2.2726476  4.06480738]
[0.27885279 0.85376334]	[2.24369983 3.73107961]
[0.7977108  0.69875913]	[2.57803323 5.52902189]
[0.69704169 0.81360877]	[1.73245353 6.48323387]
[0.62547407 0.43007851]	[2.7153172 2.1953418]
[0.40863971 0.17274507]	[0.53632881 1.39165757]
[0.05710989 0.04074818]	[-0.4513951   0.64629372]
[0.60824665 0.22276805]	[2.54952848 2.97769435]
[0.43153438 0.72647912]	[2.35791712 3.74337398]
[0.28821735 0.93232083]	[3.31232936 4.35296518]
[0.73601021 0.24148982]	[0.39453633 3.78669189]
[0.43338394 0.16160741]	[-0.08282076  2.44242864]
[0.12894392 0.23187738]	[0.72009172 1.49301232]
[0.17122301 0.46123122]	[0.70798447 2.76558835]
[0.0275459  0.93787722]	[1.30786472 3.99212307]
[0.54427446 0.48662015]	[1.74296399 4.86916031]
[0.52468766 0.54267861]	[1.99635421 4.04347777]
[0.29274781 0.24261964]	[1.44465718 0.92999068]
[0.73706699 0.34979351]	[1.55988939 3.03786042]
[0.26184607 0.40128762]	[0.83598908 2.62106356]
[0.9846707  0.97148809]	[3.69317882 7.46052874]
[0.31859843 0.04434807]	[0.76155784 1.73293213]
[0.1297896  0.48889526]	[1.57069449 2.77486418]
[0.63451131 0.57686231]	[2.72373023 4.4315789 ]
[0.7597466  0.51888908]	[1.01528739 4.40274327]
[0.04044411 0.98147582]	[1.68576031 3.15557853]
[0.48685705 0.8539675 ]	[1.91047651 5.32509486]
[0.00766247 0.62203962]	[2.3493034  2.17980418]
[0.91858373 0.03107639]	[2.83510188 2.02846313]
[0.82882774 0.66383903]	[3.01129594 4.21635391]
[0.91802561 0.93286361]	[3.64887906 6.15760604]
[0.7846317  0.23401849]	[0.62784509 4.65080704]
[0.49029077 0.4309022 ]	[0.12913522 3.99615308]
[0.83481641 0.89537854]	[0.9876452  4.44409742]
[0.05059066 0.61782934]	[3.07521962 4.19116884]
[0.78907499 0.83173933]	[3.40813866 7.38250231]
[0.75894229 0.89667739]	[1.98576634 6.75142456]
[0.52198232 0.70320798]	[1.95159782 4.49626626]
[0.69890992 0.89545934]	[2.92139377 4.39153793]
[0.46072088 0.2745551 ]	[0.6521814 4.7263682]
[0.90783787 0.4507186 ]	[1.66151339 4.91206747]
[0.76226762 0.47771224]	[3.54896709 4.7910498 ]
[0.04557622 0.85536782]	[0.36141382 4.05985526]
[0.94219266 0.25878174]	[3.29444185 4.26494695]
[0.76836579 0.67966936]	[1.68054628 3.4377494 ]
[0.79633888 0.98817301]	[3.2085042  5.70931951]
[0.76340857 0.15300237]	[0.89833603 3.44829323]
[0.8103987  0.87832919]	[3.14442053 4.69767437]
[0.26613627 0.75478669]	[0.58921032 4.12477442]
[0.7589326  0.33830499]	[2.15197173 2.13658887]
[0.94899505 0.69638575]	[3.5361363  6.51506058]
[0.77843976 0.84013143]	[3.05357548 6.7189936 ]
[0.57847131 0.39566857]	[0.84376253 3.81130439]
[0.59750044 0.07050106]	[1.66714838 2.3654281 ]
[0.56287291 0.74134697]	[2.16957143 5.99373982]
[0.99675528 0.78957796]	[2.99712817 6.548916  ]
[0.95816367 0.11426426]	[3.00243914 3.47378462]
[0.67211049 0.98972465]	[1.71065561 6.68443263]
[0.98918069 0.80733548]	[2.41991602 5.93645799]
[0.89008176 0.34792853]	[0.89482125 2.44361521]
[0.65838464 0.44051553]	[2.54853557 2.61314139]
[0.97145849 0.58567575]	[2.99714454 5.98146797]
[0.69434979 0.3675396 ]	[0.50128517 3.63430008]
[0.06065648 0.37551853]	[2.36698432 0.84477799]
[0.86633043 0.47370455]	[1.47935038 3.26459705]
[0.38092249 0.96122993]	[2.28463102 5.94891563]
[0.23516957 0.00991965]	[1.80926306 0.46881377]
[0.85365247 0.18042342]	[1.53203037 4.52183336]
[0.60851888 0.62660847]	[2.27489316 3.15948843]
[0.98670112 0.19524822]	[2.80992078 5.48334643]
[0.11518069 0.32632036]	[0.67331466 2.96628336]
[0.15549295 0.35198083]	[1.63016789 2.40119412]
[0.18222461 0.64305994]	[1.07473739 2.42348027]
[0.35264331 0.78408512]	[3.74219226 5.76402867]
[0.31431234 0.63465056]	[2.68447142 1.28560464]
[0.09785755 0.73741821]	[0.4368325  2.12977641]
[0.59558589 0.21128983]	[3.40034981 1.17466264]
[0.0281612  0.90816489]	[2.0721749  3.71559283]
[0.55764715 0.01754304]	[-1.50281753  0.18301279]
[0.56327513 0.42654736]	[1.96489487 3.82918215]
[0.83708591 0.35743349]	[2.03262975 3.26468163]
[0.1369246 0.7127183]	[1.95303762 3.20971583]
[0.28502856 0.92808371]	[1.13433821 5.73478295]
[0.68047513 0.85794164]	[1.85488009 5.92151702]
[0.92549668 0.62806316]	[1.03681325 5.29721573]
[0.26906978 0.24128035]	[0.15634566 3.13874782]
[0.19498915 0.37786177]	[-0.17458666  1.84862836]
[0.5784677  0.61445302]	[1.82267566 3.93840987]
[0.92648547 0.33962694]	[1.72976982 3.76592091]
[0.57163009 0.3653775 ]	[2.03406005 2.68490892]
[0.45316855 0.56833293]	[1.90811896e-03 3.48927733e+00]
[0.91166114 0.68150739]	[2.83195852 3.38510755]
[0.60850035 0.28997395]	[1.17893097 2.95629855]
[0.09423026 0.85980277]	[1.69480618 4.59902473]
[0.17585435 0.30190283]	[0.18331347 2.00412861]
[0.81569095 0.47509977]	[2.13727168 5.33648453]
[0.55577752 0.13941186]	[-0.18570516  2.61656992]
[0.77408708 0.59778688]	[0.59399418 6.13007248]
[0.28831843 0.10198805]	[-0.01473359  1.29788388]
[0.52990569 0.69428115]	[3.59840785 2.54360585]
[0.06136607 0.08595062]	[1.40714802 0.47911653]
[0.06265966 0.31367594]	[ 1.77305275 -0.5199839 ]
[0.28676488 0.31638582]	[0.07652343 3.23520745]
[0.09422875 0.40635921]	[-0.4878201   3.10931944]
[0.244891   0.63710303]	[2.04273784 2.45592403]
[0.26137324 0.67832969]	[2.16600837 3.25860017]
[0.89119213 0.66387339]	[3.97137765 5.56769385]
[0.88425226 0.05898613]	[0.05124576 3.5005895 ]
[0.85483544 0.74548564]	[0.74382305 6.83423617]
[0.58881287 0.8485892 ]	[2.1411538  5.36272021]
[0.69891387 0.03556859]	[1.59096917 0.48327868]
[0.9702789  0.52208288]	[2.77342454 4.18500198]
[0.23693788 0.81979829]	[2.47958786 3.70626343]
[0.09704012 0.51912506]	[-0.64931219  1.18451504]
[0.71802722 0.18136905]	[1.79222992 2.66892543]
[0.60712879 0.38804761]	[2.19543891 3.92175631]
[0.8221379  0.45066476]	[1.24108629 3.29209046]
[0.1854136 0.2396489]	[1.18550809 1.22355543]
[0.58764206 0.87444916]	[3.69252228 6.39080097]
[0.76273453 0.05500616]	[0.46313028 1.90741791]
[0.54790728 0.21525012]	[2.41929665 3.7926947 ]
[0.96866259 0.80247921]	[2.3214842  6.32230172]
[0.53531748 0.91585143]	[0.92238116 4.43325603]
[0.21508508 0.92434425]	[1.3362124  2.57088309]
[0.40287137 0.34873502]	[0.26266354 4.08610415]
[0.15049472 0.22268492]	[0.67093359 1.41508764]
[0.97298316 0.95553015]	[2.95481969 6.65758975]
[0.06669888 0.59092864]	[1.55047411 2.58621868]
[0.37345151 0.91641968]	[2.23150642 3.56751309]
[0.39303784 0.82961499]	[2.36857108 5.16417531]
[0.43808636 0.57328351]	[0.44153861 5.71796779]
[0.98426589 0.12195888]	[0.81047388 1.73412549]
[0.95720639 0.33027402]	[2.15057325 3.17863821]
[0.54578041 0.85138122]	[3.3349556  5.77347684]
[0.45558707 0.22347144]	[2.46934086 2.43025119]
[0.76544221 0.8929427 ]	[2.04881911 4.6540294 ]
[0.64631225 0.73028339]	[2.68746656 4.72904595]
[0.3709311  0.45175097]	[2.18752194 1.95367714]
[0.60915697 0.92954615]	[2.52038256 4.91482293]
[0.22495147 0.3517631 ]	[1.53493533 1.71898262]
[0.40329409 0.13928111]	[0.47662391 1.6634711 ]
[0.62656624 0.92327652]	[1.41614614 4.80737733]
[0.74498923 0.89650501]	[1.02146428 5.78162017]
[0.61913916 0.3183945 ]	[1.87331337 1.86369561]
[0.27926643 0.45322181]	[1.05790803 2.17327481]
[0.63438856 0.03944344]	[1.52145171 2.52046491]
[0.52700823 0.70876542]	[3.27560729 7.08931798]
[0.46509696 0.22435763]	[2.18884022 1.56082401]
[0.3694267  0.86948116]	[1.67289528 4.76549236]
[0.94019417 0.41416961]	[3.43750366 4.07150334]
[0.43348198 0.76030329]	[1.58251538 7.29261949]
[0.06318751 0.7526411 ]	[1.03128677 2.72188319]
[0.8088303  0.91529757]	[3.32875457 6.66000087]
[0.78972395 0.25965247]	[2.25268848 3.54894613]
[0.76579033 0.21368904]	[1.74945148 4.73254788]
[0.80408984 0.27224217]	[0.39244064 4.27961314]
[0.62298321 0.13930258]	[2.22216527 1.58009475]
[0.65402852 0.30479148]	[-1.51248763  2.67721254]
[0.56589235 0.07230904]	[-1.20657638  2.110957  ]
[0.21973492 0.5098069 ]	[1.95793907 1.90275406]
[0.77555819 0.02832123]	[2.25353673 3.00349963]
[0.81954184 0.42995864]	[0.23343851 3.76559393]
[0.89921653 0.72110618]	[2.55863696 6.24753184]
[0.37456427 0.17863836]	[1.16931588 1.68497904]
[0.38023861 0.97864811]	[3.43572093 4.81935643]
[0.49757264 0.72612271]	[1.77085007 4.45075779]
[0.92012335 0.93473445]	[3.61412969 4.38124487]
[0.9976945 0.399109 ]	[2.63442635 4.45218517]
[0.85760819 0.60845465]	[1.61735106 2.65650664]
[0.79676819 0.64572678]	[3.00806859 3.39990174]
[0.90418027 0.25553923]	[1.50506736 3.96094473]
[0.13723753 0.3056662 ]	[ 1.7635209  -0.29016354]
[0.52075197 0.64765239]	[1.75009257 2.35603142]
[0.15103185 0.51382243]	[0.10518331 3.82620522]
[0.5623067  0.90392893]	[-0.1068616   5.07125223]
[0.05282952 0.7189263 ]	[2.06368505 2.26095508]
[0.87624787 0.676366  ]	[2.2026783  3.48462597]
[0.65454135 0.89152009]	[4.01533951 5.63097   ]
[0.40803834 0.39914759]	[2.19332594 0.64745083]
[0.941062   0.44296504]	[0.66276125 3.90467769]
[0.41165996 0.16598419]	[-0.09216852  0.87676634]
[0.06186051 0.17216199]	[1.80032166 0.37915258]
[0.81578698 0.79805988]	[3.32685059 6.21416979]
[0.79710751 0.65237925]	[0.44426    5.22381312]
[0.5846174  0.33629611]	[2.81052683 2.5532663 ]
[0.32073653 0.72123019]	[3.03527301 2.84026511]
[0.57555008 0.08593408]	[2.24787276 3.08222394]
[0.31125631 0.52083199]	[2.0670055  2.59512923]
[0.07908299 0.11999719]	[-0.36245326  0.51084564]
[0.51932308 0.96291907]	[2.42571429 4.14250148]
[0.0288467  0.54913107]	[1.46375455 0.68464546]
[0.93871677 0.07942963]	[2.45050656 2.92006498]
[0.78358903 0.15527952]	[1.75082569 2.93175243]
[0.38465455 0.88637254]	[1.16045901 3.72593991]
[0.64541853 0.6890307 ]	[2.12673283 5.44127821]
[0.17769655 0.99242574]	[1.88511491 5.07652715]
[0.21534587 0.11052788]	[1.50472663 0.92594362]
[0.83785388 0.46020429]	[1.55989147 4.13501941]
[0.52066933 0.13290563]	[0.73721438 3.99699542]
[0.26963062 0.19353839]	[-0.87894096  1.58867723]
[0.09921487 0.8499957 ]	[0.19598687 3.74315714]
[0.68179013 0.19997887]	[1.2335711  3.26933566]
[0.15365103 0.66900033]	[1.9870262  3.41945187]
[0.52265136 0.6188913 ]	[0.86329902 2.24497796]
[0.1665444 0.9502481]	[3.09556141 4.14980788]
[0.15350675 0.46773983]	[0.30061437 2.57106089]
[0.60100086 0.87096107]	[0.72970391 1.84555002]
[0.73968652 0.5612823 ]	[2.17727405 4.56768512]
[0.87686881 0.83213628]	[1.18719443 6.37497848]
[0.87243565 0.19886885]	[-0.88007306  2.89983138]
